Kod stacji,DsLegAlRzecz,DsOsieczow21,DsWalbrzWyso,DsWrocNaGrob,DsZgorBohGet,KpBydBerling,KpGrudSienki,KpToruDziewu,KpWloclSiels,LbBiaPodOrze,LbChelJagiel,LbLubSliwins,LbZamoHrubie,LdLodzCzerni,LdLodzLegion,LdPioTrKraPr,LuGorzPilsud,LuZarySzyman,LuZielKrotka,MpBochKonfed,MpKrakBujaka,MpNoSaczNadb,MpTarBitStud,MpTrzebOsZWM,MpZakopaSien,MzOstroHalle,MzPlocKroJad,MzRadHallera,MzWarKondrat,MzWarWokalna,OpKluczMicki,OpOpoleOsAKr,PdBialWarsza,PdLomSikorsk,PkJasloSikor,PkKrosKletow,PkNiskoSzkla,PkRzeszRejta,PmGdaPowWiel,PmKosTargo12,PmSlupKniazi,SkBuskRokosz,SkKielJagiel,SkStaraZlota,SlBielSterni,SlCzestoZana,SlGliwicMewy,SlGodGliniki,SlKatoKossut,SlKatoPlebA4,SlTarnoLitew,SlZlotPotLes,SlZorySikors,WmElbBazynsk,WmOlsPuszkin,WmOstrChrobr,WmPuszczaBor,WpKaliSawick,WpPleszAlMic,WpPoznPolank,ZpKoszSpasow,ZpMyslZaBram,ZpSzczAndr01,ZpSzczec1Maj
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
9/12/2015,18,11,15,18,16,15,11,13,15,16,13,14,20,21,21,20,17,15,19,18,17,15,14,14,20,13,17,21,,14,18,14,11,9,13,12,17,17,13,10,9,15,20,18,19,17,25,22,22,30,18,12,18,28,13,10,9,20,22,18,15,18,18,17
9/13/2015,11,12,13,13,15,19,19,20,19,15,19,20,26,17,18,16,19,14,16,13,15,14,13,14,13,17,26,22,,20,13,13,11,13,14,13,14,17,31,16,,15,16,18,8,11,23,17,10,21,16,9,14,16,21,18,11,21,21,17,23,19,25,24
9/14/2015,16,15,14,17,18,19,16,17,,17,20,20,23,17,20,18,20,21,17,16,20,19,15,16,21,16,22,19,,19,12,17,18,12,17,14,16,16,15,13,,14,18,18,8,17,20,16,15,18,,14,13,15,18,15,13,27,27,28,19,19,19,19
9/15/2015,9,7,8,12,9,9,10,9,,22,24,21,26,12,16,18,7,11,11,16,22,20,19,17,17,16,13,20,15,17,11,13,22,16,18,18,19,17,11,7,9,15,20,19,16,17,19,16,18,27,16,11,14,11,14,13,14,14,19,15,8,6,6,9
9/16/2015,13,10,10,18,13,17,23,19,18,19,22,16,22,13,19,19,14,19,10,14,14,16,15,,13,17,21,19,19,18,12,13,25,20,16,17,17,15,5,18,4,12,17,14,15,16,21,16,17,30,18,9,15,15,16,16,18,23,25,23,12,12,11,15
9/17/2015,17,8,11,21,9,17,20,17,24,20,17,14,17,25,14,23,13,13,15,14,21,16,15,12,16,19,19,23,23,20,13,9,26,21,15,18,15,15,14,15,8,13,18,15,14,21,20,17,19,25,16,10,24,17,19,21,17,37,38,27,13,10,,13
9/18/2015,11,6,8,8,8,6,8,8,15,15,13,10,14,10,17,12,9,12,8,12,17,16,14,13,22,11,11,13,12,11,8,6,12,12,13,15,11,14,11,9,,8,9,9,15,10,14,12,8,12,17,10,13,9,9,8,6,12,15,16,8,8,,5
9/19/2015,10,7,10,15,9,8,21,18,22,19,11,10,9,18,22,22,11,10,9,14,15,19,15,15,16,21,18,16,20,18,13,12,17,19,14,16,12,13,3,17,,11,18,16,19,14,19,24,21,40,12,12,17,13,16,12,8,19,23,26,9,8,,8
9/20/2015,,4,7,8,6,8,19,14,10,11,11,10,8,13,13,17,6,9,11,16,18,13,18,15,14,18,18,26,23,23,10,8,13,12,11,14,11,10,6,7,12,14,13,14,14,13,12,14,16,20,14,11,13,11,14,12,8,10,12,10,5,,,3
9/21/2015,,6,9,,10,4,7,4,12,11,12,8,10,12,22,20,7,12,6,12,16,12,14,13,12,11,9,12,10,10,10,6,11,13,10,13,10,10,3,8,,8,9,12,13,15,12,15,10,19,23,8,16,9,8,8,4,16,16,14,5,6,,3
9/22/2015,13,9,10,13,10,10,16,9,16,11,10,12,13,17,20,23,11,8,11,13,19,14,13,16,19,12,16,20,17,15,12,12,14,12,13,10,16,12,1,10,,7,15,14,18,20,28,24,23,29,20,8,19,10,13,11,7,21,17,22,7,10,,19
9/23/2015,9,7,10,13,,15,30,21,23,19,19,21,27,22,34,32,7,6,10,24,34,24,23,22,23,20,28,25,22,22,27,14,18,19,24,28,28,24,5,22,,14,28,21,26,29,26,18,19,30,13,12,27,13,19,18,11,27,28,20,11,11,,18
9/24/2015,9,8,12,,13,10,31,17,21,30,31,27,37,19,19,26,9,12,9,30,32,30,33,24,29,24,22,32,30,29,10,6,28,22,32,37,29,31,14,22,,23,26,30,26,14,20,17,17,21,11,18,24,13,18,21,15,23,27,20,8,11,8,7
9/25/2015,10,11,13,,10,10,26,12,18,20,29,20,29,16,18,16,13,7,9,22,28,23,14,29,21,10,19,19,15,13,10,7,17,11,16,18,16,14,6,15,,10,13,14,24,13,27,21,18,21,13,,17,7,11,17,7,25,26,18,9,15,15,9
9/26/2015,8,8,8,,10,2,9,4,7,9,7,6,5,10,14,13,7,6,8,10,18,8,9,24,8,6,18,8,8,7,9,7,6,7,6,10,7,5,4,8,12,4,7,5,20,15,27,25,14,16,14,,14,4,8,6,4,14,18,8,6,9,11,5
9/27/2015,6,7,6,,11,2,6,2,7,5,7,3,5,13,15,12,5,6,8,11,14,9,9,14,12,6,16,6,8,6,6,3,4,6,7,9,8,8,3,5,,4,8,6,17,9,12,15,17,13,18,,18,7,6,6,2,10,15,7,4,7,8,4
9/28/2015,9,8,9,,10,4,9,5,11,9,11,5,6,20,12,11,6,5,7,15,14,19,11,8,10,6,12,9,9,7,13,8,6,9,9,9,10,10,3,14,,4,9,8,18,13,12,22,12,15,12,,23,3,6,6,2,17,27,9,6,5,7,6
9/29/2015,9,7,12,,,3,10,3,9,5,7,5,4,,14,11,5,10,8,12,15,15,11,7,9,7,10,11,9,9,9,9,7,9,8,9,6,8,3,18,,5,8,8,18,15,13,21,14,15,12,,17,5,7,7,4,16,22,14,5,9,10,6
9/30/2015,15,10,27,,,8,35,14,27,52,22,8,6,,,29,12,18,11,21,12,16,12,6,10,20,13,14,18,13,14,9,17,22,11,12,9,12,11,24,,4,16,16,15,17,24,28,22,19,22,,16,9,11,14,3,29,32,22,11,21,15,11
10/1/2015,35,18,38,33,,24,27,21,37,34,40,29,30,,43,57,24,40,15,33,27,26,28,11,29,17,23,38,32,26,27,18,17,21,18,29,11,22,36,14,,10,45,32,,27,41,41,16,29,31,,26,12,13,13,8,55,54,51,11,32,17,9
10/2/2015,32,19,33,,29,23,51,23,36,25,26,20,26,34,56,76,23,27,21,33,41,31,26,20,31,21,26,,23,23,41,38,17,22,22,25,18,18,20,15,,19,43,16,,84,60,62,38,61,52,,49,13,14,35,13,61,69,,17,45,19,11
10/3/2015,23,22,14,,24,25,40,32,42,35,37,31,30,27,29,50,28,17,21,23,44,33,18,22,34,38,38,,38,30,19,10,42,58,17,15,25,15,13,31,,17,32,25,,54,47,41,41,46,46,,37,21,17,20,10,47,60,60,14,40,24,22
10/4/2015,23,21,18,,21,28,42,30,39,19,19,17,16,23,39,35,26,21,20,13,29,24,14,15,16,30,30,,29,28,18,11,27,36,18,19,14,16,11,31,,12,26,18,,14,18,19,13,19,18,,21,30,33,30,20,28,45,34,28,25,32,27
10/5/2015,31,21,35,,32,26,35,37,36,38,45,34,30,38,42,42,38,34,31,33,43,35,40,27,36,42,41,29,39,36,41,20,31,46,28,30,20,33,8,32,,20,,29,40,27,29,55,30,31,30,,18,25,29,28,20,53,75,49,30,47,50,25
10/6/2015,40,31,40,,34,19,23,28,27,26,36,31,40,38,31,41,35,51,43,48,54,42,47,38,36,24,40,36,33,32,42,43,18,21,42,40,35,39,,11,,36,,35,29,42,53,59,45,59,48,,43,7,11,12,6,55,62,43,11,29,26,17
10/7/2015,25,35,45,,36,9,12,11,17,9,14,10,12,15,20,14,20,29,30,22,24,26,19,22,25,8,12,12,10,7,20,24,13,9,19,16,8,14,10,9,,11,,9,30,22,10,33,20,20,24,9,,4,11,7,5,37,39,16,7,16,13,7
10/8/2015,22,18,29,,22,11,19,16,22,10,16,14,16,19,25,18,18,19,19,28,23,25,33,19,30,9,17,19,14,11,15,14,14,16,19,18,13,22,15,19,,14,,13,42,23,34,37,29,28,26,10,,6,18,15,6,38,38,18,8,15,15,12
10/9/2015,22,21,36,35,27,14,24,29,20,33,19,13,17,19,25,19,20,25,23,28,24,29,23,19,29,27,18,24,26,15,21,19,65,39,22,22,12,20,16,21,,13,,17,34,19,36,39,,28,29,18,27,12,16,20,6,42,40,20,9,20,16,14
10/10/2015,20,15,25,20,19,15,42,41,22,45,42,19,22,19,39,20,18,20,20,25,21,28,21,18,27,29,23,26,51,28,18,14,54,81,20,22,13,21,43,38,14,13,,16,25,18,25,31,17,20,24,14,20,18,25,20,5,34,45,21,8,18,21,16
10/11/2015,23,15,23,20,20,14,38,25,11,12,20,16,18,21,26,19,15,21,19,18,20,23,21,18,24,17,18,22,29,23,15,14,23,35,20,22,14,19,25,24,15,13,,15,32,16,26,22,24,12,,15,18,14,13,16,5,35,50,24,9,18,17,14
10/12/2015,25,24,29,23,25,11,16,12,24,10,18,16,25,17,27,25,19,21,21,44,35,47,29,27,25,11,14,21,11,,20,20,16,12,20,18,19,22,3,14,7,19,22,19,,18,32,35,24,27,24,,31,6,12,8,6,27,41,20,8,17,15,11
10/13/2015,26,23,28,29,33,20,27,21,14,32,33,35,38,32,53,52,24,23,25,61,62,66,51,52,55,28,30,31,30,,32,33,35,34,30,26,29,24,9,22,17,41,28,31,65,43,61,42,51,72,61,37,7,18,28,19,24,43,42,,14,25,17,19
10/14/2015,35,28,39,43,39,37,45,42,,39,30,33,33,45,46,42,37,22,38,31,40,32,29,31,62,40,46,40,36,,42,38,45,43,20,19,29,29,17,38,34,30,33,32,54,22,48,47,33,40,44,26,42,32,39,34,28,48,56,,33,37,32,32
10/15/2015,31,27,27,33,29,38,44,39,,47,40,37,39,39,43,37,41,34,20,25,28,41,30,24,57,40,41,34,39,33,31,29,41,39,28,28,31,31,37,33,32,32,33,31,41,16,43,39,33,34,34,27,22,27,33,33,19,44,49,,32,43,39,34
10/16/2015,28,,21,25,,36,63,46,,45,40,37,34,34,44,40,30,23,31,19,31,15,21,23,15,48,43,30,41,29,25,29,67,54,19,21,24,30,41,46,42,28,28,30,34,34,44,43,35,37,48,24,34,41,49,40,47,41,49,,40,40,30,39
10/17/2015,20,11,12,17,22,36,65,50,,25,17,19,22,34,35,42,21,16,22,32,34,16,20,29,19,40,34,23,33,23,22,23,65,59,12,13,19,25,53,60,51,24,22,24,15,18,27,22,29,42,32,14,24,37,48,35,72,37,53,,46,22,20,38
10/18/2015,23,15,21,30,22,19,52,25,,17,28,18,25,29,43,32,24,20,22,40,37,31,43,27,22,30,23,22,19,16,25,24,21,42,21,27,26,33,31,64,50,39,41,29,30,42,46,23,36,50,55,13,27,49,57,54,33,41,53,,27,18,16,17
10/19/2015,33,25,33,34,39,18,34,30,,39,42,34,30,43,56,57,12,25,23,41,51,30,39,28,21,26,30,34,31,21,18,37,26,38,24,32,33,41,63,54,31,29,66,54,46,65,71,85,55,66,55,,13,42,37,36,33,50,62,,28,13,28,19
10/20/2015,26,19,17,28,,34,66,31,,29,36,27,32,49,53,40,24,15,29,46,39,34,37,36,28,36,38,41,43,26,29,27,28,44,27,28,31,29,43,60,31,30,40,40,50,34,30,43,,53,36,28,8,33,38,38,28,39,61,39,19,24,16,29
10/21/2015,20,15,11,19,23,24,53,40,31,14,21,23,27,44,34,37,12,18,17,32,32,28,36,32,21,22,38,36,28,23,14,16,9,20,21,21,22,24,30,28,19,21,27,34,26,19,16,22,,23,,14,28,32,23,23,15,32,46,28,11,12,9,11
10/22/2015,22,14,16,22,,19,37,25,29,32,29,14,19,23,32,25,18,14,19,33,39,30,34,37,14,20,23,,15,13,8,28,23,33,21,21,14,19,14,21,14,24,20,30,27,21,24,25,,43,,18,38,19,17,16,13,31,35,29,19,23,15,14
10/23/2015,10,7,7,12,,7,23,15,11,22,25,14,18,18,19,21,7,22,12,20,27,21,23,33,16,13,14,,12,12,12,13,12,18,16,22,18,16,,7,,16,16,21,19,9,22,22,19,22,,10,27,12,10,8,6,17,29,14,7,11,9,6
10/24/2015,23,19,14,20,24,12,30,19,29,26,57,20,20,24,56,65,19,38,18,45,42,36,36,27,47,13,19,,18,12,25,19,10,23,29,46,24,40,,12,13,18,41,42,56,41,43,68,18,44,51,10,56,15,12,11,5,27,44,27,13,30,14,13
10/25/2015,25,17,15,28,22,23,50,37,27,30,35,27,24,29,32,36,22,19,27,48,60,35,37,48,20,34,36,,39,27,16,21,26,42,37,26,34,26,,16,15,27,33,38,34,29,28,47,39,41,30,16,36,21,28,24,18,35,47,33,16,26,17,18
10/26/2015,26,,32,22,23,14,74,28,41,24,46,27,27,29,87,104,19,29,18,66,51,36,51,28,39,13,23,,11,23,37,22,10,36,36,45,25,42,12,68,15,20,48,51,51,24,47,72,39,56,38,7,45,19,12,19,3,38,54,42,17,47,18,26
10/27/2015,40,,58,,32,36,99,72,48,52,65,43,75,44,43,90,30,50,35,71,63,57,42,24,47,17,47,,72,44,27,35,33,29,52,49,50,53,29,78,23,27,52,54,71,20,52,95,42,43,45,,47,27,33,31,5,45,59,46,17,46,32,34
10/28/2015,51,,28,,52,29,42,35,33,37,24,33,31,43,28,44,36,86,42,54,47,70,22,26,,14,34,,39,28,33,45,18,17,25,32,32,59,25,24,16,26,24,32,68,25,63,116,46,56,48,,67,11,24,15,7,40,50,36,18,41,34,27
10/29/2015,58,,24,,43,30,44,36,34,22,22,31,32,40,29,48,36,52,49,108,71,60,51,40,,20,31,36,32,25,49,47,26,36,31,53,47,75,30,39,25,34,39,40,67,60,66,102,50,82,72,,71,22,27,10,11,69,77,51,31,60,39,33
10/30/2015,51,,30,,42,44,95,71,49,44,40,55,51,32,80,74,57,59,54,93,104,85,102,67,,51,56,72,62,55,37,62,51,88,82,107,71,132,43,61,42,53,86,82,93,94,92,104,79,96,68,,74,49,43,35,23,109,154,82,40,77,61,45
10/31/2015,63,63,31,,37,53,88,59,59,40,33,40,41,44,67,118,71,63,90,88,72,96,65,67,41,54,59,44,45,44,80,96,46,,58,61,53,60,52,63,47,45,48,47,111,62,103,105,72,79,103,,68,43,45,36,35,83,98,82,55,86,70,63
11/1/2015,30,33,17,,16,42,83,46,53,45,41,35,39,68,32,52,48,16,25,76,71,56,55,54,43,46,43,46,44,43,28,30,35,71,45,27,44,50,42,42,47,54,62,,50,36,39,74,40,44,40,,49,46,37,37,34,41,45,55,49,64,48,47
11/2/2015,72,30,17,,25,37,63,43,55,82,52,44,39,70,80,76,45,81,40,65,95,58,44,50,37,39,39,38,33,38,59,37,31,51,48,29,40,30,18,18,27,68,102,,82,53,41,45,34,61,31,,34,28,26,26,14,50,63,72,31,56,41,24
11/3/2015,128,57,30,81,34,24,30,39,42,44,86,92,102,46,43,118,63,52,52,69,148,72,38,61,54,18,,54,85,93,77,50,19,25,48,43,80,41,11,11,,69,102,64,119,100,108,113,39,109,72,,84,16,16,10,7,95,124,136,21,98,45,26
11/4/2015,147,61,78,128,51,39,63,64,59,64,138,82,88,45,85,136,54,135,71,81,150,87,84,89,54,60,73,78,88,86,163,106,45,67,,87,88,55,29,33,14,84,150,89,97,,156,125,125,116,73,48,42,36,36,33,25,93,105,110,45,73,39,41
11/5/2015,126,56,110,142,49,32,60,46,33,28,60,38,70,31,68,62,47,118,105,94,111,116,104,134,56,31,51,45,37,38,114,155,14,34,93,129,39,75,27,23,39,75,118,40,124,,220,,191,206,189,70,201,35,29,28,15,69,60,81,44,76,44,46
11/6/2015,141,41,51,98,47,41,66,60,51,36,42,44,62,58,101,83,58,79,95,91,98,123,87,110,37,32,58,54,48,46,94,159,10,40,81,85,36,80,41,37,36,59,56,50,120,184,182,,144,,166,123,143,38,26,29,13,93,86,85,61,79,62,53
11/7/2015,47,16,31,69,,49,90,79,64,57,93,78,92,67,43,79,21,18,21,109,108,103,87,74,21,56,84,85,84,80,51,64,34,59,82,87,85,83,44,33,25,94,113,72,36,72,54,173,24,,55,51,19,56,45,47,22,67,59,49,25,10,13,30
11/8/2015,16,10,20,15,18,10,13,8,9,24,37,17,27,11,20,15,12,17,9,15,21,59,19,22,20,17,11,14,17,15,15,19,11,18,24,33,15,23,4,8,6,17,23,16,19,14,22,42,18,,16,14,41,9,10,9,9,17,22,16,7,12,7,7
11/9/2015,16,12,15,20,9,11,23,17,12,25,25,14,20,23,24,26,11,14,9,27,42,41,28,36,15,16,16,21,16,16,22,30,10,26,22,26,18,19,5,10,7,20,24,20,20,32,40,56,40,,29,18,19,9,12,11,6,,26,19,7,9,8,8
11/10/2015,6,5,6,7,7,7,7,4,1,12,17,7,12,11,13,12,6,11,7,13,16,13,18,18,9,,9,10,9,9,7,10,6,,10,13,9,11,2,6,5,8,8,9,13,10,12,13,15,19,8,12,19,5,4,6,3,,11,9,3,5,4,3
11/11/2015,9,7,5,11,13,7,5,2,8,7,14,6,8,12,22,13,8,15,10,16,15,11,15,20,14,5,8,10,6,9,8,10,5,9,9,12,6,9,4,7,5,8,8,6,12,12,11,15,19,15,11,10,27,6,4,5,3,,14,11,5,7,5,5
11/12/2015,13,9,22,17,15,12,9,3,11,16,23,10,14,19,26,19,13,20,13,19,26,17,24,29,16,12,15,17,14,15,16,20,9,13,11,16,11,16,4,8,8,14,14,13,14,14,19,26,24,33,,13,29,5,7,7,3,,22,19,9,11,8,7
11/13/2015,22,14,9,25,19,16,27,17,21,23,26,19,28,28,32,38,14,20,17,35,59,44,41,39,40,20,26,27,25,24,27,33,16,30,19,20,25,23,13,21,13,39,29,25,18,37,44,47,38,43,41,16,43,16,13,15,12,,27,24,14,14,13,12
11/14/2015,8,4,8,8,6,4,15,4,7,19,25,13,15,13,16,15,6,23,8,14,25,26,18,19,10,14,11,15,11,12,3,3,14,20,12,17,10,13,4,10,6,13,13,12,12,10,13,11,15,15,16,8,24,7,9,7,8,,15,10,4,7,5,4
11/15/2015,6,0,5,5,5,8,21,8,8,15,16,8,13,12,21,22,7,9,6,8,8,9,7,10,6,15,15,16,13,11,11,3,14,27,8,8,9,8,10,,21,12,11,15,9,10,10,9,10,13,20,10,21,14,11,9,7,,14,10,10,13,7,11
11/16/2015,14,7,11,15,10,9,26,3,13,22,24,12,18,20,33,27,8,16,11,23,26,33,21,29,15,20,22,19,16,17,3,17,16,30,15,16,16,14,8,16,18,18,17,28,16,17,32,29,34,38,26,8,37,15,13,13,11,,24,18,10,11,12,10
11/17/2015,11,6,17,15,10,10,21,7,5,34,23,21,18,21,23,25,8,10,9,21,40,37,17,26,10,25,19,28,20,22,25,24,23,33,24,18,18,14,10,17,14,28,30,25,11,24,26,,,41,29,19,16,15,12,15,11,18,15,15,10,9,4,7
11/18/2015,7,4,6,7,6,3,9,14,5,16,15,7,10,8,13,8,6,10,9,9,8,9,8,11,6,10,8,10,7,8,3,3,9,13,11,13,8,9,3,9,6,,8,10,12,10,21,9,,16,15,,16,7,6,6,5,7,8,7,5,,4,3
11/19/2015,8,4,9,7,6,5,10,3,10,16,15,9,11,12,16,13,8,17,9,11,12,12,12,15,8,9,9,11,9,9,3,8,7,15,14,12,8,12,1,,5,9,9,12,10,13,16,7,,19,17,10,17,7,6,6,5,10,9,11,5,,5,5
11/20/2015,7,4,10,11,9,6,14,5,10,19,19,8,14,13,29,17,8,12,10,16,16,26,8,21,10,9,11,13,10,11,3,8,7,20,,14,11,14,4,17,,,10,20,10,13,11,10,14,24,14,9,14,7,5,6,3,9,14,6,4,5,5,4
11/21/2015,30,11,24,21,10,7,18,5,24,49,27,21,43,22,42,35,13,19,21,45,46,34,25,36,23,11,19,46,24,21,24,24,14,22,17,25,22,32,15,,5,,31,73,25,24,24,50,25,27,16,12,48,10,6,8,2,37,42,16,4,16,9,7
11/22/2015,31,9,23,25,17,13,31,13,10,53,34,43,23,27,43,35,16,16,19,58,62,51,40,55,36,24,25,46,36,35,32,27,17,38,32,42,28,31,14,,16,25,32,47,56,25,36,67,53,55,36,19,60,16,13,12,7,34,35,41,9,16,8,11
11/23/2015,34,14,,32,16,18,37,21,24,43,49,28,35,36,52,51,26,15,23,33,35,72,46,43,38,28,33,39,40,27,27,34,26,48,61,55,48,58,5,,3,,27,38,15,35,29,26,23,16,25,18,26,19,19,17,16,36,51,31,18,19,13,12
11/24/2015,55,15,,26,23,20,40,23,21,48,37,26,42,34,54,55,17,20,25,54,60,61,46,31,53,37,37,50,35,39,31,34,30,58,42,48,46,51,13,26,12,34,34,47,32,58,47,34,40,63,40,,47,22,21,19,19,32,35,62,15,24,14,15
11/25/2015,74,14,,31,24,38,43,,23,33,33,30,39,46,67,63,24,27,32,59,125,93,47,52,82,37,48,41,37,32,26,29,30,45,36,33,46,49,36,,14,,46,44,20,54,,46,40,,40,31,51,34,30,29,25,40,44,36,23,32,18,30
11/26/2015,55,21,,48,36,51,67,,36,28,22,28,31,65,89,90,31,,33,78,103,81,38,70,60,68,60,42,53,41,50,45,56,125,45,43,22,31,34,,24,42,50,35,66,,88,80,87,105,63,43,82,56,48,46,27,79,91,34,27,34,14,29
11/27/2015,51,19,,67,45,44,83,83,40,55,31,38,42,54,69,70,20,,39,43,50,37,36,36,41,41,56,66,58,50,63,64,49,,25,31,25,31,22,,5,32,46,44,72,55,89,92,63,21,60,33,49,52,55,51,41,99,111,54,17,25,12,14
11/28/2015,42,18,,50,,29,62,51,33,44,31,32,30,58,55,74,17,,27,46,45,60,26,44,87,43,62,41,45,48,31,38,41,,27,33,24,31,30,36,11,,35,39,35,42,49,42,15,67,15,34,43,23,38,36,30,50,51,73,19,19,13,28
11/29/2015,10,5,,10,,7,28,13,4,35,40,21,29,17,22,18,6,,10,15,15,37,,18,,25,17,19,16,19,9,6,28,,16,20,23,21,6,12,3,14,18,18,15,15,18,12,15,26,,10,16,13,15,17,19,15,15,,7,9,5,6
11/30/2015,8,4,,8,,4,12,6,4,17,20,9,13,10,20,12,6,,11,11,10,13,12,11,,8,8,9,8,8,8,3,9,,13,13,8,11,2,8,3,8,8,11,,14,11,9,15,20,,11,9,7,6,6,5,7,11,,6,6,5,5
12/1/2015,7,4,,7,8,3,13,8,4,17,23,10,10,8,18,14,7,,8,14,7,9,7,11,6,9,11,10,10,9,17,3,8,,7,11,8,7,4,10,,,10,12,12,9,7,7,15,14,,,3,7,6,12,4,9,15,15,4,6,6,5
12/2/2015,12,6,,15,,10,34,16,22,37,41,19,21,19,40,27,11,,15,30,25,44,28,24,12,,20,18,16,19,19,13,12,,17,19,12,20,6,,,20,19,32,18,17,20,,23,30,15,13,29,19,13,15,8,16,24,31,6,11,8,9
12/3/2015,37,,20,33,25,12,37,21,28,53,56,30,38,20,55,43,17,,28,42,55,62,47,,47,31,24,28,25,26,36,33,31,50,33,31,36,48,8,,,,54,31,43,53,65,61,67,51,50,23,47,25,19,20,14,30,30,47,13,20,9,13
12/4/2015,18,26,20,24,21,15,35,24,23,37,25,23,24,15,28,40,17,,21,35,69,63,24,34,55,29,30,34,28,28,39,23,30,42,31,20,32,24,9,17,,47,39,34,17,38,38,15,42,56,37,28,33,17,21,21,17,27,31,35,10,14,10,12
12/5/2015,49,10,13,22,17,8,21,16,17,28,32,21,25,38,27,25,11,,15,37,43,89,29,34,61,17,16,19,15,14,20,39,15,23,24,21,26,22,3,11,,37,27,24,16,14,30,28,20,25,27,24,18,9,11,11,8,18,19,22,7,11,6,5
12/6/2015,22,9,14,12,15,7,17,12,8,29,18,18,12,24,23,19,9,,12,38,46,65,11,28,56,14,13,15,14,13,15,16,13,19,18,9,14,10,2,10,1,24,26,19,16,13,15,18,10,23,10,19,13,8,8,9,7,15,14,16,6,9,6,5
12/7/2015,29,13,16,27,25,14,31,21,51,33,30,19,24,20,62,32,16,,24,45,58,48,31,31,40,20,16,21,16,18,28,34,12,32,12,11,20,14,8,15,5,30,24,19,23,35,32,14,24,44,,28,27,12,13,10,8,30,30,31,14,18,18,18
12/8/2015,30,31,20,36,23,27,7,36,44,35,34,29,45,23,50,45,27,,41,52,46,53,34,45,58,23,25,22,22,21,38,32,27,36,24,45,29,40,7,11,10,40,29,29,117,54,59,13,69,93,,39,43,16,15,13,,49,44,53,21,41,29,33
12/9/2015,32,8,9,18,17,20,44,30,30,34,38,28,26,30,35,35,16,,22,63,36,69,37,29,23,38,36,38,32,31,12,12,21,49,23,13,24,17,17,27,12,35,27,34,43,19,16,15,11,43,,17,14,29,28,24,22,25,33,36,22,16,14,23
12/10/2015,40,12,13,28,17,12,33,21,28,46,70,32,40,13,46,54,15,18,29,38,53,68,48,46,37,24,22,32,22,25,24,24,23,39,29,42,32,47,5,,15,29,31,42,38,47,36,22,30,42,,24,13,17,15,18,11,26,28,50,12,16,10,11
12/11/2015,60,14,,,20,16,34,27,28,36,28,27,21,10,29,36,16,15,20,48,80,63,20,41,59,33,28,34,30,30,27,30,31,47,26,26,48,27,8,23,4,51,45,34,14,19,18,17,16,28,,24,24,23,24,25,26,32,27,40,13,16,9,12
12/12/2015,10,6,,,11,5,21,9,10,25,29,15,16,19,26,19,8,13,17,25,30,52,26,39,18,16,12,16,14,14,8,13,15,27,32,21,12,22,1,10,,15,14,13,15,18,22,26,32,39,,12,16,8,7,8,5,13,18,21,5,6,6,7
12/13/2015,8,5,,,9,6,15,8,6,15,18,12,16,19,13,15,5,8,11,11,21,34,14,22,12,11,10,13,11,9,6,12,13,20,19,16,16,15,1,15,4,18,15,13,7,18,18,14,12,20,,10,16,26,9,7,,9,16,8,4,5,4,9
12/14/2015,31,18,,,27,17,52,22,38,65,49,23,29,14,51,42,10,30,20,60,55,54,41,28,44,20,19,23,24,15,24,25,10,43,38,49,19,30,12,42,10,25,36,26,45,28,64,96,29,41,,12,46,4,13,17,4,24,27,25,13,22,11,17
12/15/2015,59,26,,50,33,33,51,38,30,43,40,54,46,26,84,88,33,32,42,68,136,93,37,52,78,41,38,45,51,36,50,65,53,60,32,28,48,37,42,68,18,48,61,65,36,54,48,44,41,51,,41,30,40,35,32,15,,82,71,25,52,40,34
12/16/2015,61,43,,49,41,30,71,48,33,44,39,41,45,31,51,74,37,46,84,56,62,99,48,46,51,42,40,60,41,41,50,56,42,80,57,60,47,39,54,,,58,63,57,58,40,68,42,51,70,,38,66,40,39,33,21,,46,55,25,66,45,34
