Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocKorzA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSPija6204,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzRadomTochter,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.aw07m,Pm.aw08m,SkBuskoWios2,SkKielJagielWios,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
3/19/2010 0:00,56,,30.4,45.4,45.6,,55.542,,42.6,52,44.4,39.4,41,42.9,54,,41.1,31,48,,70,66,34,,46,,53.2,,43.6,56.1,67.5,,49,58,41.73,35.2,,32.5,32.9,,41,41,50,43.84,51.4555,67.5838,26,58,48,75,73.44,51,,60.6017,44.63,45.5556,38.45,38.5,,41.3,22.5
3/20/2010 0:00,30,,27,34.8,35,,39.375,,29.1,45,30.9,35.7,36.7,31.8,32.4,,27.1,20,26,,45.5,40,29,,31,,38.7,,32.3,41.3,29.8,,28,55,36.28,24.9,,25.6,19.7,,25,25,32,31.26,36.5157,50.4993,20,39,47,52,41.07,37,,38.9317,33.56,32.3649,34.54,26,,29.4,20.3
3/21/2010 0:00,12,,19.4,17.2,15.3,,21.25,,12.3,21,28.2,26.8,28.4,20.8,,,12.6,15,12,,30.083,28,24,,23,,17.2,,19.6,21.6,27,,22,27,12.7,21.9,,22.9,16.3,,62,62,21,13.89,26.84,28.8822,20,26,33,30,29.49,31,,17.1037,13.06,12.6477,12.71,12.7,,16.3,10.7
3/22/2010 0:00,30,,36.2,25.8,24,,15.458,,5.7,30,24.2,18.1,18.2,14.7,15.1,,21.3,23,27,,36.75,53,,,38,,15.9,,15.1,12,19.8,,55,33,21.42,,,21.5,12.3,,18,18,16,15.93,25.2663,33.4224,41,57,55,46,42.59,15,,13.2771,9.8,4.15696,4,16.6,,19,16.5
3/23/2010 0:00,47,,43.1,34.4,45.8,,38.5,,26.6,41,41,28.5,22.2,28.2,30.3,,26.7,42,34,,70.458,75,43,,44,,35.8,,29.8,30.2,18.5,,42,32,25.24,36,30.6,45,45.3,,8,8,31,26.83,44.8179,38.147,73,76,62,79,42.98,23,,26.0246,24.31,19.3394,16.35,20.4,,16.5,22.9
3/24/2010 0:00,58,,55.1,21.5,50.2,,20.75,,9.9,45,60.8,37.3,31.9,29.5,31.8,,28.5,41,30,,70.333,92,21,,44,,25.4,,31.2,27.6,33.6,,38,39,14.51,70.4,49.3,60.2,40.9,,18,18,28,28.43,44.3331,39.7796,58,50,67,44,61.69,25,,20.0109,9.98,14.824,6.98,19.9,,27.6,18.3
3/25/2010 0:00,56,,30.4,43.3,54.9,,35.875,,40.6,31,48.4,50.9,36.5,31.3,29.8,,36.2,45,45,,63.042,50,44,,22,,50.9,,39.6,46.8,45.1,,26,25,18.14,58.4,85.3,58.5,40,,37,37,42,41.78,44.2457,39.2306,35,32,63,25,49.66,30,,32.0064,20.68,1.98858,12.91,38.3,,44.8,37
3/26/2010 0:00,35,,23.4,35.9,38.5,,40.792,,45.6,53,46,47.3,69.6,26.4,28.2,,36.6,14,39,,31.792,27,,,17,,40.5,,40.5,54.4,60.4,,10,49,47.18,35.6,67,42.6,29.5,,34,34,62,68.29,32.0278,32.3315,28,45,43,17,31.07,62,,56.002,45.37,19.4752,53.76,39.4,,48.9,32.3
3/27/2010 0:00,20,,19.4,19.3,17.1,,24.542,,22.5,39,39,22.4,32.3,14.6,16.5,,16.2,14,12,,19.333,47,,,26,,17.6,,18.6,20.5,22,,14,28,19.97,38.6,30.2,28.4,29.9,,15,15,32,26.64,27.5936,24.7033,18,41,25,32,23.07,18,,24.5505,17.23,,30.61,20.6,,20.9,15.2
3/28/2010 0:00,16,,13,17.5,18.5,,20.348,,14.8,30,16.6,14.3,48.4,19.3,18.4,,12.6,14,14,,53.391,48,,,23,,19,,17.5,19.6,20.5,,12,21,16.3,41.7,23.7,35.3,31.2,,9,9,19,13.84,39.7878,37.5998,28,56,46,19,42.63,21,,169.22,10.16,,14.84,13.2,,12.5,8.9
3/29/2010 0:00,15,,8.3,15.2,25.4,,25.833,,14.2,29,28.1,19.5,28.6,15.8,17.5,24,21.6,13,16,,29.375,44,,,31,,21.2,,20.1,22.3,28.2,,14,30,19.96,34.7,21.6,32.9,16.5,,20,20,21,22.95,26.6587,27.9736,5,31,32,,19.09,29,,25.1092,13.78,,15.73,17.9,,24.7,14.5
3/30/2010 0:00,28,,22.6,20.3,24.8,,30.75,,14.5,23,32.2,18.3,40.6,15.8,14.6,10.5,30.8,29,29,,15.333,22,,,12,,29.2,,12.6,23.1,23.6,,10,26,14.52,18.1,28.3,14.1,11.6,,28,28,44,40.12,17.9425,18.8898,13,29,38,29,24.21,,,32.3778,17.24,,19.37,17.9,,35.4,26.3
3/31/2010 0:00,24,,11.8,23.2,22.2,,32.208,,21.3,40,44.8,28.2,32,15.5,,19,29,10,17,,30.042,21,,,14,,17.6,,22.7,28.5,29.8,,15,39,39.93,21.1,37.9,15.7,8.2,,23,23,49,42.07,25.4316,21.4323,13,24,36,20,25.17,,,30.024,30.83,,39.38,25.5,,33.2,24.7
4/1/2010 0:00,19,,12.9,22.71,25.2,,19.125,,8.2,46,35.3,36,38.4,19.7,51,,23.4,14,17,,32.417,38,,,24,,16.6,,,18.7,23.1,,,21,30.86,37.8,18.5,27.8,21.4,,15,15,20,20.65,28.0405,31.6061,29,49,34,33,26.03,,,14.5574,17.23,,14.6,13,,14.7,9.6
4/2/2010 0:00,17,,17.8,17.2,18.6,,37.708,,11.6,29,32.4,24.2,32.5,22.8,23.2,52.2,19.6,31,20,,51.208,45,,,24,,24.8,,,36.4,28.5,,,17,29.04,38.4,28,28.8,26.3,,19,19,34,38.29,32.214,32.3359,32,70,38,38,42.05,,,28.5636,29.03,,11.2,12.5,,18.9,17.2
4/3/2010 0:00,42,,19.6,30.9,33.3,,40.958,,17.3,38,37.2,26.1,30,43,36,31.6,17.9,24,21,,36.25,35,,,29,,22.5,,,25.8,26.5,,,19,36.31,34.8,,17.9,8.7,,16,16,22,21.19,21.4813,17.985,25,52,79,51,51,,,23.4742,23.95,,,16.6,,23.9,20.7
4/4/2010 0:00,24,,15.6,28.9,28.4,,49.208,,20.8,21,23,16,26.5,37.5,25.1,25.5,17.9,11,,,34.917,22,,,17,,19.6,,,23.4,21.6,,,23,27.23,18.5,18.5,11.4,13,,15,15,,48.66,13.9067,14.7133,15,24,53,40,34.17,,,27.1013,19.4,,16.7,18.8,,27.7,16.1
4/5/2010 0:00,15,,11.8,18.21,19.3,,21.208,,11.1,23,17.3,15.3,24.5,17.7,20.6,26.7,19.5,13,18,,24.958,17,,,19,,16.7,,,20.5,22.9,,,17,23.6,16.6,19,12.9,9.2,,17,17,,24.5,20.5204,15.0776,27,30,41,39,39.83,,,18.1931,10.88,,29.42,16.3,,18.7,16.3
4/6/2010 0:00,19,,27.2,22.7,34,,20,,6.7,18,11.3,10.6,17.2,,23,26.5,17.7,34,17,,17.083,20,,,31,,21.1,,,16.5,16.6,,,23,18.16,,,16.3,13.6,,15,15,,18.35,18.5546,11.8068,25,15,32,29,27.92,,,12.5489,8.53,,19.34,8.3,,14.9,21.3
4/7/2010 0:00,30,,38.8,29.6,39.2,,28.5,,11.2,17,29.2,19.4,30.1,,36.8,34.2,21.3,33,16,,28.583,38,,,41,,30.2,,,26.9,26.6,,,18,21.79,31.2,24,21.2,21.5,,15,15,25,17.35,27.1314,24.1559,44,23,53,51,42.22,23,55,19.8315,15.42,,9.32,14.8,,36.6,19.3
4/8/2010 0:00,62,,43.7,45.5,56.5,,49.75,,22.2,30,23.2,24.5,21.4,,46.4,,30.4,43,20,,51,35,,,,,28.7,,31,26,34.3,,,11,36.31,,27.8,46.4,40.1,,31,31,23,39.12,32.696,40.33,25,38,67,57,38.45,29,52,28.0081,24.31,,7.38,30.2,,42.9,31.4
4/9/2010 0:00,35,22,25.2,39.5,47.4,,37.625,,15.6,32,36.4,34,26.8,,23.7,49.5,19.5,13,33,58,55.75,43,,,,,16.9,,36.3,52,52.8,,,20,32.69,27.4,41.5,41.5,31.3,,13,13,5,26.53,38.2809,41.053,48,50,56,59,63.51,28,67,26.9257,25.21,,16.11,21.2,,24.2,13.2
4/10/2010 0:00,5,13,7.1,13.2,12,10.5,16.417,,5.1,20,18.6,16,20.4,,23.6,27.3,7.1,17,20,24,14.375,27,19,,28,,16.3,,18.7,17.6,18.8,,,,18.15,27,18.5,24.3,20.6,,10,10,19,11.89,17.1739,18.165,26,26,36,25,31.11,28,42,13.4013,11.25,,11.07,8,,,11.2
4/11/2010 0:00,21,15,18.7,28.6,25.2,22.8,27.167,,15.1,23,22.6,22.5,26.1,,38.1,37.5,14.1,32,8,36,23.5,28,30,,26,,20.3,,28.3,27.2,25.9,,,,25.41,,22.1,21.7,22.2,,16,16,19,18.9,26.5151,26.1568,37,30,33,34,50.3,31,44,25.8257,13.61,,14.62,13.7,,,12.3
4/12/2010 0:00,34,25,38,29.2,29.4,32.2,32.5,,22.6,51,32.6,27.2,40.7,,31.4,25,26.7,43,11,25,36.75,39,25,,24,,31.2,,21.6,27.7,34.1,,,,49.02,9.6,34.9,25.5,13.2,,11,11,15,19.69,20.31,24.1619,31,26,33,38,32.55,28,34,25.2736,35.92,,24.99,16.8,,,22.6
4/13/2010 0:00,38,24,43.7,34.1,36.9,32.6,35.333,,24.5,33,27.9,36.1,31.8,,,34.7,19.7,34,26,24,28.917,38,17,,36,38.9,39.9,,28.4,38.2,41.2,,,,43.59,18.6,,27.8,22.5,,12,12,11,23.26,18.2936,27.7963,51,28,39,56,38,30,53,19.6417,25.76,,28.44,15,,,18
4/14/2010 0:00,42,34,37.3,36.3,32.5,27,35,,18.6,21,26.5,26.4,30.4,,26.3,31.4,23.2,35,41,20,,40,17,,30,33.8,32.1,,27.6,29.3,34.6,,,36,29,,,30.7,24.8,,10,10,18,16.46,18.81,23.9783,48,25,40,52,36.29,28,58,19.4602,31.39,,20.28,14.8,,,18
4/15/2010 0:00,35,,34.6,41.5,41.1,27.1,,,16.5,23,26.3,27.3,32,,15.4,27,14.4,16,37,23,,21,15,,21,36.5,32.6,,26.3,24.3,21.7,,,45,18.17,15,,20.1,15.4,,13,13,26,14.14,15.6799,31.6076,46,26,39,54,36.49,26,49,14.0099,27.57,,36.81,10.5,,17.5,7.8
4/16/2010 0:00,17,,21.2,20.8,24.7,19.8,,,11.5,24,23.8,26.7,25,,33.7,23.8,16,18,21,26,22.917,30,27,,25,25.4,23.2,,29.5,29.6,27.9,,,21,27.25,30.3,23,19.2,20.1,,14,14,18,17.47,36.8611,19.4436,29,29,19,24,29.4,29,33,17.1055,15.24,,15.09,19.5,,14.1,11.7
4/17/2010 0:00,26,19,35.5,21,26.1,19.7,18.542,,14.8,21,22,16.6,20.8,19.7,24.4,18.5,14.3,22,19,36,26.833,35,23,,18,21.3,15.5,,17.6,13.3,15.3,,,6,21.7,35.4,19.9,23.9,21.2,,18,18,23,17.65,27.2535,14.3513,34,28,29,40,29.37,30,40,16.5515,8.71,,6.86,16.6,,12.6,11
4/18/2010 0:00,26,24,17.4,42.6,27.2,24.6,23.667,,22.4,18,24.1,19.9,28.2,17.7,25.2,23.1,21.8,15,19,29,36.167,34,18,,17,27.1,22.2,,19.6,19.5,21.2,,,21,29.05,20.7,25,17.5,16.7,,20,20,23,20.72,25.5871,26.5199,23,53,41,38,37.58,33,37,16.9156,18.68,,22.73,17.3,,27.8,15.5
4/19/2010 0:00,30,30,31.9,26.5,32,22.7,28.667,,16,35,30.4,25.9,29.5,16,16.2,32.5,14.4,13,23,29,23.833,41,19,,27,,26.4,,31.2,28.1,33.9,,,23,23.62,30.2,,22.4,,,10,10,20,20.71,21.1951,,35,34,32,40,30.17,38,34,16.1909,16.14,,21.53,19.9,,12.8,13.7
4/20/2010 0:00,24,23,37.9,31.7,34.4,23.3,18.333,,16.1,50,36.6,24.8,28.8,21.5,22.6,16.4,18,16,32,57,43.833,53,54,,48,,20.3,,20.3,15.5,26.8,,,24,23.63,51.5,25.6,33.8,15.8,,9,9,21,15.11,29.4783,,60,39,41,50,38.91,33,56,14.9164,12.7,,11.09,14.5,18.8,12.3,13.7
4/21/2010 0:00,21,23,19.7,30.2,25,15.2,17.875,,13.7,48,28.2,39.6,34.4,7.3,12.8,23.6,12.5,6,27,47,,46,48,,31,,18.1,,,26.7,29.4,,,27,29.06,42.2,36.2,32.2,28.1,,7,7,18,18.24,24.4793,25.2502,33,31,25,24,31.46,32,34,15.6463,11.07,,15.78,9,9,19.5,6.5
4/22/2010 0:00,17,19,21.7,18.1,20.8,9.7,13.958,,9.6,18,28.9,12.1,17.2,13.8,19.2,14.9,8.9,17,16,26,,29,30,,26,,12.9,,,10.9,14.5,,,18,18.15,27.2,16.1,15.2,,,8,8,5,15.13,21.575,10.1728,18,56,13,32,22.06,16,31,9.46125,3.63,,8.35,9.4,11.2,9.9,6.1
4/23/2010 0:00,32,17,39.5,35.5,39.3,21.1,22.542,,13.5,23,22,27.3,28.5,30,17.6,34.5,19.7,32,9,48,45.042,46,,,30,,20.4,,,28.7,30.5,,,20,27.23,31.1,32,30.2,14.9,,11,11,17,15.92,32.1428,47.7794,37,60,56,54,46.59,26,53,12.5496,9.07,,11.19,13.7,21.3,10.6,6.7
4/24/2010 0:00,34,9,49.3,43.7,43.2,17.4,25.75,,11.3,42,20.9,28.6,29.4,16,31.4,58,26.7,18,23,40,39.333,57,30,,35,,29.3,,,38.1,39.7,,,22,29.05,40.4,30,28.9,,,7,7,15,15.52,24.0059,33.7864,46,21,34,51,44.61,33,37,15.6698,11.61,,10.02,13.9,22.7,17,13.7
4/25/2010 0:00,26,14,43.8,22.3,23.6,,17.75,,13.3,25,13,13.6,16.5,10.4,29.4,13.6,23.3,19,20,22,28.833,,26,,27,,14.6,,,14.9,20.2,,,20,19.97,20.7,12.8,15.9,20.9,,7,7,25,15.92,11.3116,13.6237,30,25,19,31,20.69,16,25,13.4582,11.61,,6.29,12.8,18.8,17,15.5
4/26/2010 0:00,24,17,39.1,25.4,32.9,,21.083,,29.5,18,6.4,22.4,22,17.3,10.9,6.2,25.2,17,23,23,34,,34,,22,,22.7,,,20.2,20.8,,,22,18.17,25.5,17.7,20,17.8,,23,23,24,24.76,17.1095,17.4373,20,22,19,26,25.21,25,27,17.1015,15.96,,15.2,18.4,20.6,19.8,16.6
4/27/2010 0:00,13,11,14.9,17.3,21.5,12.6,25.583,,20,20,8.4,19.7,22.2,10.7,15.4,19.3,16.1,11,36,20,16.542,,27,,18,25.8,17.6,,,24.7,19.7,,,27,29.07,21.7,19,18.3,19.4,31,18,18,32,28.34,16.624,19.7996,16,26,13,20,23.09,30,20,27.6434,21.04,23.8133,22.27,23.3,13.5,16.7,10.5
4/28/2010 0:00,15,12,25.9,,32.2,10.5,17.542,,8.7,23,24.3,24.7,21.4,16.8,15,15.6,14.4,22,10,29,20.167,,28,,27,29.6,15.7,,,19.9,18.3,,,27,18.16,26.6,18.1,24,18.8,20,16,16,19,20.97,16.1823,23.2496,21,30,20,23,22.59,22,26,14.1847,15.24,12.1834,10.78,15.5,12.6,12.1,7.6
4/29/2010 0:00,22,18,23,,33,28.9,31.75,,19.5,23,18.2,21.3,24.2,15.3,20.3,26.7,20.1,21,16,29,33.5,,25,,28,5.1,26.3,,,25.7,29.1,,,31,27.22,21.7,29.1,22.1,18.7,23,23,23,32,25.54,21.5656,,15,26,40,28,15.69,19,29,26.5503,20.31,21.2781,13.03,16.3,19.5,15.6,12.1
4/30/2010 0:00,20,15,30.8,,40.3,29.7,24.917,,26.8,16,11.8,19,22.6,20.9,15.7,20.2,20.3,17,30,31,24.625,27,17,,27,22,22.8,,,22.1,23.4,,,26,39.93,24.4,19,14,11.7,28,15,15,31,35.03,19.0983,,14,31,50,27,25.64,23,29,27.1067,28.65,14.5436,21.38,20.4,17.6,22.3,15.2
5/1/2010 0:00,22,16,31.5,,26,21.9,25.375,,14.1,30,22.5,27.5,24.7,,20.8,22.2,14.6,18,28,34,31.125,34,22,,34,26.4,20.9,,,24.8,29.1,,15,29,23.6,22.4,19.7,19.2,17.4,25,11,11,22,26.85,33,27.1,32,16,47,34,33.58,25,34,13.2826,27.02,19.0926,19.64,10.3,13.8,9.2,7.8
5/2/2010 0:00,24,18,16.1,,18.2,13.2,21.458,,12.3,15,21.1,25,24.9,,13.5,17.3,12.7,19,15,30,24.583,29,35,,34,26.3,17,,,23.9,27.6,,14,31,19.96,24,19,23.4,21.8,19,6,6,21,16.84,25.9,22.7,28,23,25,36,30,22,39,16.737,20.13,12.1852,17.29,11,10.3,7.6,7.8
5/3/2010 0:00,17,13,18.3,,20.7,11.8,21.708,,8.6,18,17.9,18.1,20.9,,15,13.8,5.4,6,14,21,15.958,,22,,23,28.5,20.1,,,25.7,26.7,,12,23,12.7,20.5,15.9,18.1,17.5,,5,5,13,9.25,22.8,23.3,13,24,25,23,22.72,20,28,9.27846,14.51,9.99813,16.18,7,6.8,7,6.7
5/4/2010 0:00,13,7,16.8,,13.3,8.3,10.455,,5.5,15,20,16.6,24.5,,12.4,13.1,5.4,12,10,25,18.333,,28,,26,14.5,7.4,,,14.9,,,17,13,10.89,18.3,,24.7,22.5,,1,1,13,9.72,26.4,23.1,20,25,26,27,25.74,22,32,6.1835,7.8,3.81945,7.8,6.7,5.6,9.9,8.1
5/5/2010 0:00,13,10,19.2,18.3,24.8,12.5,18.833,,6.7,14,11.6,10.7,12.1,,14.6,16.7,9,14,17,18,14.333,,25,,15,13.4,19.7,,,13.4,17.6,,15,17,12.7,,10.3,13.5,6.9,14,6,6,18,14.36,20.1,18.3,11,,27,23,20.96,21,23,10.9164,7.44,8.36417,8.54,7,7.4,9.6,10.1
5/6/2010 0:00,11,10,17,11.6,15.2,4.5,12.25,,6.5,23,10.9,15.2,15.9,,9,13.1,8.9,13,18,15,19.75,17,14,,24,16.3,11.1,,16,15.2,16.6,,16,11,12.7,,10.6,9.5,8.5,5,,,21,13.75,17.5,18.9,14,,33,25,20.89,11,14,7.09297,5.44,4.54692,9.68,8.5,8.2,10.8,9.4
5/7/2010 0:00,13,8,10.3,13.5,21.1,6.9,17.375,,5.3,24,15.7,10.2,17.2,,20.7,28,12.7,18,9,27,23.417,14,15,,20,24.3,24.7,,20.1,24.2,26.3,,,18,23.6,13.7,10.8,10.2,8.4,5,6,6,5,6,23.3,27.6,16,29,27,29,27.71,16,24,15.4644,16.14,5.8189,16.2,5.2,10.3,9.9,13.9
5/8/2010 0:00,13,13,18.8,20.5,25.5,18.9,25.417,,9.5,31,25.9,29.8,21.5,,16.4,21.1,14.4,17,17,25,23.167,19,24,,14,24.2,12.3,,25.8,22.5,23.9,,,22,15.52,14.4,19,19.8,12.5,11,,,10,10.47,21.8,26.4,15,36,33,40,26.05,14,32,13.2125,9.98,6.90928,13.53,4.7,16.5,13.5,15.5
5/9/2010 0:00,22,14,23.7,16.1,24.9,20.9,26.458,,9.9,24,,18.9,15.8,,19.5,25.5,21.7,18,16,28,24.125,18,23,,17,30.8,19.1,,29.4,30.6,35.2,,,21,19.97,21,17.9,20.5,10.4,23,11,11,5,17.63,27.7,34.3,25,22,37,48,32.79,15,41,13.4587,13.79,6.91093,12.09,11.2,20.4,16.4,25.1
5/10/2010 0:00,15,14,17,18.8,23.2,21.2,34.458,,16.8,21,13.6,15.6,21.1,,20,16.9,16.3,18,20,21,23.292,19,16,,17,24,,,23.9,22.9,27.2,,,15,16.34,10.8,14.8,12.7,,36,16,16,26,21.62,26.4,29.5,17,27,42,33,28.16,15,25,21.6371,20.14,19.6383,14.13,14.1,20.4,17.5,23.1
5/11/2010 0:00,20,,29.2,20.3,22.8,16.6,24,,11.7,20,18.2,18.9,16.1,,23,9.3,12.6,22,22,22,24.125,22,16,,16,25.8,26.2,,23.7,21.9,22.8,,,16,,17.5,14.6,13.1,11.8,11,13,13,21,12.57,24.4,31.8,14,33,34,31,33.28,17,30,14.9191,12.88,12.7329,16.22,15.2,14.2,16.1,12.8
5/12/2010 0:00,13,10,22.5,19.6,23.5,16.3,21.167,,17.9,22,13.6,19.4,22.1,,18,9.3,18.3,17,27,15,13.333,20,19,,11,23.3,21.5,,23.7,21.2,28.3,,,15,19.97,20.3,20.8,19.2,16.7,20,19,19,22,19.29,25.2,27.5,10,23,18,25,22.57,13,25,10.7343,12.87,13.2737,13.57,17.9,14.4,19.5,19.3
5/13/2010 0:00,15,12,17.6,19.2,25.8,,22.708,,9.5,18,15,13.8,17.7,,11.2,14.5,18.1,16,21,18,11.958,17,11,,12,20,25.7,,20.7,20.3,23.1,,,18,19.96,13.4,14.6,14.3,10.9,18,13,13,20,14.24,22.1,26.6,24,22,18,28,21.82,15,23,11.2815,10.52,11.4551,17.37,11.7,16.5,12.5,21.5
5/14/2010 0:00,15,9,17.9,12.6,17.3,,19.25,,9.4,19,14.1,16.1,21.3,,14.5,18,12.7,14,22,16,11.042,12,17,,8,13.3,18.5,,15.7,17.7,18.7,,,14,3.63,13.6,13.7,13.8,8.7,19,11,11,19,16.81,17.1,18.8,18,13,10,18,13.73,5,19,9.82497,9.07,7.82073,15.52,12.3,13.4,13.2,17.1
5/15/2010 0:00,5,7,9.6,6.3,11.5,,11.208,,7.3,20,13.4,7.7,14,,,13,7.2,13,18,21,16.208,15,17,,9,13.8,12.2,,12.9,13.2,17.1,,,13,14.53,17.8,9.3,13.4,9.1,14,,,13,10.72,9.4,17.3,22,15,11,25,42.4,5,24,9.28066,5.99,6.5465,9.93,9.9,5.8,8.7,9.7
5/16/2010 0:00,13,10,15.2,53.7,17.7,,14.208,,8.2,18,10,13.3,13.1,8.4,,15,12.6,10,11,8,3.95,5,9,,18,14.5,17.5,,15.3,14.9,17.3,,,14,14.5,6.2,9.5,8.3,6.9,17,,,15,10.61,6.1,15.2,13,17,5,15,12.44,5,18,8.36729,11.97,8.54482,10.98,9.8,10.4,10.6,12.3
5/17/2010 0:00,11,9,12,6.3,11.2,,8.625,,6,16,8.9,10,10.1,7.3,,9.8,5.4,14,17,8,4.857,4,11,,9,13.3,16.3,,10.8,10.3,14.9,,,14,9.07,8.5,9,4.4,4.2,,12,12,14,9.6,3.1,12.6,17,15,5,11,12.52,5,19,6.18373,2.54,5.45581,,6.9,10.3,7.9,12
5/18/2010 0:00,5,9,11.2,10.7,12.1,10.4,11.75,,6.2,17,8,9.3,13.8,4.9,,9.6,7.2,9,21,12,4.826,5,8,,10,13.6,14.9,,13.7,14.3,16.5,,,14,10.89,9,11.7,4.9,5.3,,16,16,16,14.2,4,4.7,25,16,5,13,15.83,5,23,10.738,6.77,7.27651,11.56,9.8,11.4,8.1,9
5/19/2010 0:00,5,4,,7,13,9.3,17.083,,8.6,17,19.1,17.5,12.7,6.6,,14.2,11.3,16,23,22,19.083,14,21,,14,19.4,14.9,,16.7,17,16,,,21,,17.5,10.8,8.5,7.6,,14,14,17,17.47,8.5,,30,18,12,25,22.37,,27,12.9138,3.63,8.18317,8.78,12.6,15.2,17.7,14.8
5/20/2010 0:00,13,10,16.8,15.6,18.1,12.2,22.042,,12.5,18,16.4,19,15.3,18.8,,25.3,10.8,18,19,36,37.5,,46,,27,18.3,17.5,,20.6,18.7,23.4,,12,24,,34.2,14.6,,19.3,,16,16,19,17.73,18.8,20.8,38,27,23,31,38.52,25,33,13.4616,6.53,10.5454,12.03,13.4,,14.1,15.2
5/21/2010 0:00,22,19,18.9,16.8,19.2,19.1,20.5,,13.9,23,17.7,13,14.3,13.6,,18.9,16.2,16,46,25,19.792,21,24,,21,25.3,21.8,,23.3,17.5,24.3,,14,22,7.26,,14.3,,12.4,,,,19,22.33,12.7,19.7,31,25,13,22,27.92,,35,13.4621,11.62,11.0911,13.36,12.5,19.1,3.4,20.4
5/22/2010 0:00,24,29,30.5,17,24.9,20.6,16.333,,13.5,23,,11.7,19.8,15.7,,19,12.7,18,34,29,26.5,24,24,,22,18.5,15.6,,26.4,15.8,24.1,,17,22,9.07,21.3,16.1,,16.2,,16,16,20,18.6,16.4,23.5,37,26,14,28,25.13,,35,16.9869,7.99,10.3618,15.45,19.3,17.1,10.5,22
5/23/2010 0:00,19,25,20.2,17.9,29.5,40.4,18.208,,18,12,,9.8,16.2,10.9,,16.9,12.8,17,27,25,19.333,16,19,,14,16.9,,,14.4,13.9,20.7,,14,18,5.44,16.9,13.7,,17.1,,11,11,,15.96,12.4,15.4,30,24,20,19,23.22,,34,12.1902,13.79,10.1802,13.16,12.3,9,9.4,9.9
5/24/2010 0:00,11,14,14.6,11.1,26.7,13.8,10.417,,8,12,21.6,6.2,12.3,11.1,,10.4,7.3,8,27,14,14.125,16,20,,12,13,,,12,10.1,12.3,,11,10,,17.3,11.3,,12.5,,7,7,,4.49,10.5,10.1,25,19,15,17,16.54,,25,10.0082,5.26,3.81814,7.5,6.3,5.3,5.6,5.1
5/25/2010 0:00,20,25,19.5,9.6,35.2,36.9,9.909,,26.7,12,18,9.2,11.4,7.3,,9.6,14.5,14,22,17,10.917,16,17,,13,13.3,,,12.2,9.1,15.4,,17,10,5.44,15.4,10.5,12.7,10.4,,,,5,13.24,10.7,14.5,29,21,16,21,16.64,,26,11.8294,6.72,6.72711,8.23,4.3,9.9,4.5,6.9
