Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocWisA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSAKra6117,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
12/8/2012 0:00,,92,121,208,157,,,25.6,33.6,41,56,47,41,93,83,46.57,51.3,75,173,266.625,252,196.917,206,208,114,139,79,59.2,74.4,61.062,55.7,201,206,84.7,90.4,186,,188,172,22,26,26,51,133.8,136.6,75.3,218,,,,211,197,79,263,41.852,47.353,43.873,26.246,54.6,14.5,49.9,25.9,31
12/9/2012 0:00,,26,44,76,85.565,,,15.4,32.6,36,23,42,27,83,137,23.65,23.6,31.1,201,314.167,280,220.591,217,147,165,121,74.3,50.9,65.1,67.713,58.4,87,200,33.3,78.1,112,,102,106,36,50.1,50.1,37,99.6,83.8,57.9,167,145,,,224,216,113,233,,69.352,50.061,29.327,44.9,24.1,37,30.6,18.2
12/10/2012 0:00,,36,33,75,71.364,,,34.2,17.8,37,28,51,39,44.9,71,45.13,65.7,50.6,141,165.75,150,100.316,141,64,105,165,54,41.4,50.7,54.633,44.8,96,58,24,50.7,45.8,,58.2,65.4,25,35.8,35.8,67,65.2,63,58.2,40,101,,44,135,135,100,189,,29.807,25.839,20.103,83,32.3,62.4,37,43.8
12/11/2012 0:00,,22,43,54,59.727,,,33.1,38,45,80,75,70,59,79,24.91,16.3,25.7,76,124.667,123,83.833,92,63,107,137,71.2,48.5,80,63.925,56.3,55,58,43.7,89.7,60.4,,54.3,60.8,36,21.9,21.9,68,53.8,69.4,98.9,86,69,109,65,105,98,69,73,,29.59,33.395,26.257,47.9,15.3,22.2,25.9,14.8
12/12/2012 0:00,,27,77,69,42.435,,,26.1,14.3,75,72,47,46,26.5,45.5,25.27,80.6,31.4,68,63.458,59,46.458,55,53,57,44,58.9,28.6,52.9,,60.3,35,25,57.1,28.1,,,51.3,49.2,16,27.3,27.3,25,36.9,40.6,46.1,49,24,32,41,42,36,25,43,,38.582,36.026,32.134,27.6,14.8,31.9,15.9,23.6
12/13/2012 0:00,62,48,21,120,123.375,,,24.2,26.7,36,33,39,42,55,104,70.4,49.1,30.9,57,83.667,80,65.375,112,53,71,114,60.1,58.3,53.5,45.363,113.8,83,81,37.7,53.2,59.5,,46.1,,16,49.1,49.1,63,59.4,61.8,50.4,43,103,147,136,91,69,49,114,,29.537,33.848,25.034,87.1,24.6,90.6,30.6,57
12/14/2012 0:00,40,74,34,58,73.81,,,,66.2,34,18,41,21,58,72,76.96,33.2,60.4,29,88.5,80,48.042,48,24,46,90,65.4,45.4,37.8,63.367,56.4,68,40,37.7,52.6,17,,13.9,13.4,55,35,35,69,33.1,37,44.6,22,74,,,122,129,54,107,,54.535,47.902,29.522,84.5,50,99.9,66.2,74.9
12/15/2012 0:00,71,42,20,60,61.957,,,37.3,34.3,16,8,29,23,28.2,45.6,46.93,25.6,50.8,18,70.208,75,47.333,57,18,46,68,36,31.6,26.7,35.183,31.9,31,35,22.7,27.6,9.3,50.6,11.6,10.3,31,43,43,33,27,23.3,32.1,11,49,77,85,63,52,31,42,,29.536,21.089,18.336,62.5,32.8,69.3,41.1,50.1
12/16/2012 0:00,76,15,16,52,50.542,,,46.1,27.7,17,5,24,15,50,70,30.51,22.1,25.4,40,150.375,101,112.167,94,24,57,52,31.8,50,50.7,49.15,46.1,36,38,12.2,18.7,6.4,63.2,14.8,14.9,53,39.1,39.1,42,47.6,58,55.5,13,39,28,25,40,22,41,23,,20.765,23.398,11.204,54.5,33.2,52.2,37,40.2
12/17/2012 0:00,117,,11,41,50.957,,,54.6,27.4,16,5,20,12,40.5,59,31.59,76.2,47.6,26,100.417,78,72.75,96,21,45,97,35.4,26.7,23.8,34.671,28.9,29,28,20,24.5,19.1,27.8,39.4,,29,42.4,42.4,26,32.2,30,26.1,28,62,44,46,58,48,32,34,,28.221,17.042,14.28,70.5,37.6,57.6,34,29.4
12/18/2012 0:00,109,31,,74,87.522,,,24.8,27.7,20,16,28,18,44,58,44.4,83.1,51.3,58,82.583,59,63,109,47,83,78,43.6,43.4,30.7,39.154,34.8,60,47,25.1,34.1,41.1,,43.6,,36,,,51,39.9,45,38.5,132,65,47,59,88,78,51,57,,34.928,24.816,18.712,66.6,30.7,65.2,29.6,34.6
12/19/2012 0:00,58,45,,81,93.478,,,41.4,47.2,28,18,35,28,57,69,35.56,57.9,49.6,48,70.5,50,52.083,71,46,67,34,56.1,12.5,36.4,56.1,51.9,64,76,32.1,47.5,38.1,,30.3,,44,,,98,34.7,54.7,42.4,90,38,118,123,79,79,49,73,32.214,55.259,15.042,25.709,63.2,20,54.9,35.2,
12/20/2012 0:00,42,27,,35,48.105,,,55.2,45.4,27,9,42,26,56,63,29.42,34.6,32.9,48,54.958,42,42.333,49,42,53,129,59.6,54.4,44.4,65.383,63.3,48,44,34.3,64.6,38.6,,37.2,,62,52,52,81,31.4,47,40.5,69,50,65,77,49,46,35,43,54.778,52.167,44.429,25.339,47.9,24.2,44.6,33.3,33.5
12/21/2012 0:00,62,46,66,39,51.957,,,68.7,39.9,16,15,32,25,51,64,42.96,38.6,51.2,49,68.625,49,47.083,75,61,26,131,51.6,46.5,49.8,63.392,56.3,42,43,27.3,109.6,88.3,,,,37,29.2,29.2,86,37.3,49.3,39.9,114,26,70,91,58,56,28,50,40.576,40.12,27.272,27.478,61.5,20,65.5,34.1,39.7
12/22/2012 0:00,69,51,15,62,65.565,,,55.2,57.3,55,24,40,20,79,96,52.71,36.2,51.1,49,87.5,60,53.375,54,55,51,173,62.3,72.1,67.6,58.679,75.8,47,62,47.1,156.3,47.8,,54,,60,43.1,43.1,91,71.8,79.1,54,125,49,91,115,71,66,42,76,39.848,43.516,54.142,29.727,66.2,39.1,74.8,58,53.9
12/23/2012 0:00,77,54,20,68,76.909,,,48.1,54.3,45,20,43,23,66,64,55.23,19.4,60.8,43,85.708,69,58.833,52,43,65,124,55.6,46.5,52.9,66.475,65,55,55,34.4,76.4,24.6,,56.6,,42,42.2,42.2,55,53.5,54.4,57.5,98,64,95,133,72,74,56,83,26.561,50.531,40.019,27.116,66.6,34.7,66.3,50.2,53.8
12/24/2012 0:00,46,11,14,34,38.909,,,40.4,28.3,34,23,29,27,32.2,45.3,23.29,18.9,17.6,45,112.917,90,80.417,83,30,53,66,45.4,30,43.3,41.746,37.2,34,33,30.7,99.7,19.4,,,,26,30.8,30.8,46,37.5,64,46.1,17,55,27,36,41,30,35,28,12.196,31.698,30.925,23.357,30.7,23.6,25.2,25,13.4
12/25/2012 0:00,18,12,21,21,25.476,,,47.4,18.4,20,12,23,14,31.6,44.7,11.55,11.8,18.3,77,174.625,139,133.083,91,22,86,150,36,23.5,37.1,42.554,34.1,25,26,29.7,28.3,21.2,,,,17,19.3,19.3,35,37.1,43.5,41,34,28,23,37,41,37,39,5,10.92,27.081,26.596,24.398,23.2,8.8,11,13.7,7.8
12/26/2012 0:00,11,5,12,9,11.542,,,7.9,7.9,32,30,33,23,16.9,24.5,6.14,6.7,10.8,43,105.625,72,116.25,100,30,38,39,25.1,12.7,26.2,23.025,17.2,16,20,22.6,67.9,21.9,,,,,8.6,8.6,25,49.9,36.9,37,5,19,16,29,20,19,29,17,13.469,14.022,17.534,11.141,11.7,5.2,6.7,6.8,4.9
12/27/2012 0:00,24,5,11,10,12.571,,,11.1,7.7,18,17,17,14,13.6,22,8.66,14.8,,7,23.708,12,13.583,28,13,23,13,18.2,11.7,,16.354,10.2,10,13,16.6,50.1,11,,,,,8,8,19,20.5,17.5,21.4,5,17,5,17,16,13,18,5,32.938,11.827,11.051,9.959,13.6,6.9,8,10.1,4.3
12/28/2012 0:00,53,10,23,27,21.95,12.1,,10.6,6.2,28,21,12,13,18.9,24.5,14.62,20.3,22.6,38,53.833,64,40.917,70,31,51,51,17.3,18.8,52.5,19.242,102.7,34,25,8.8,18.3,27.1,,,,,12.2,12.2,30,27.8,39.8,32.3,43,24,24,61,44,42,19,53,26.208,5.568,6.302,2.954,23.9,8.8,17.5,19.6,6.1
12/29/2012 0:00,42,15,11,30,35.762,31,,,23.8,20,21,21,21,38.2,73.8,14.08,11.4,20.5,62,181.542,181,171.208,111,47,70,157,42.1,45.4,25.6,43.638,37.6,28,32,29.7,56.3,33.7,,,,,38.3,38.3,32,72.6,87.1,49,35,94,83,115,123,145,45,51,16.746,34.567,26.349,18.557,27.8,14.3,25.5,15,11.5
12/30/2012 0:00,20,13,22,21,16.174,19.1,,,24.4,21,15,21,15,27.6,45.3,14.08,11.3,20,21,165.333,189,113.833,78,23,44,128,38.5,23,29.6,37.921,30.9,18,21,30.3,,19.7,,,,,17.5,17.5,31,30,35.2,32.6,5,26,19,88,47,50,29,16,28.393,26.391,21.825,31.349,19.5,11.6,15.2,6.3,8.5
12/31/2012 0:00,53,6,9.8,21,21.526,11.9,,,10.1,30,11,27,16,20,30.2,8.3,13.4,15,14,57.833,45,47.042,92,23,37,100,26.5,,32.7,26.917,19.2,16,24,25.5,,,,,,,8.2,8.2,19,33.5,31.4,30.1,5,24,32,33,28,18,29,5,17.836,16.002,16.57,14.604,15.1,7.2,8.7,11.7,7.9
