Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsZgorzBohA,KpBydgBerlinga,KpGrudzStar,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpBochniWIOSKBar0106,MpKrakowWIOSBuja6119,MpNSaczWIOSNadb6205,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockPKN,MzRadomHallera,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkJasloWIOSSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,Pm.01w.02m,Pm.63.wDSAa,Pm.AM12.a,SkBuskoWios2,SkKielJagielWios,SkStaracZlota2,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_aleja,SlKatowKato_kossu,SlTarnoTarn_litew,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,WpWKP001,WpWKPKalisz007/10,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
12/5/2014 0:00,96,,20,26.5,,38.1,41.153482,43.944041,,30,18,23,18,31,41.1,54,48.4,27.2,56.9,69.6,46,26,63,37,,75,36.5,42.09,23.81,29.21,27.03,52,80,24.6,33.74,47.5,43.7,30,25,34,32,29,31.3,27.17,27.03,161,31,88,99,64,55,89,27,39,28.574549,,21.652256,,70.11,49.76,36.51,90.72,31.95,58.48
12/6/2014 0:00,111,,44,32.3,29.3,59.9,93.531798,86.714137,,47.7,50,30,45,42,66,100,80,17.7,57.3,50.3,46,36,28,41,75,118,65.2,77.47,47.8,47.72,50.8,82,98,52.5,34.46,56.2,90,44.4,35.9,33,37,50,31.36,27.88,26.85,207,58,118,93,135,122,103,45,120,49.664356,,38.097487,,93.28,131.42,32.79,46.63,33.81,22.65
12/7/2014 0:00,49,,39,31.2,22.3,23.5,51.329069,34.940841,,17.8,52,28,46,34,63,90,93,8.6,24.8,30.2,42,32,28,39,59,61,89.35,58.42,76.16,81.64,81.64,65,40,60.1,22.13,37,33.2,34.5,23.8,15,15,24,29.23,26.97,27.76,110,74,110,173,102,93,103,55,21,24.386249,,29.580638,,29.29,90.65,13.36,29.21,13.02,10.99
12/8/2014 0:00,56,,49,28.5,19.7,24.1,47.068605,35.066849,,16.2,33,40,25,26,40.2,56,57,8.2,30.9,22.1,37,43,26,50,58,40,47.76,38.47,46.71,38.1,38.83,48,47,30.2,33.56,37.8,44.2,24,36.7,17,5,35,28.57,26.6,27.21,62,53,64,109,70,65,36,33,73,26.563808,,23.927618,,29.65,44.91,15.38,17.05,15.05,8.62
12/9/2014 0:00,131,,21,20.9,61.5,34.9,57.548353,51.3,,25.6,216,45,36,30,69,94,139,15.6,37.4,48.2,57,54,45,50,28,17,117.86,55.7,105.77,60.96,,101,96,79,78.55,33.2,32.6,69,35.1,29,14,40,26.92,28.68,27.9,62,61,,127,92,101,81,35,108,32.756456,,37.675525,,64.61,112.2,22.65,38.1,20.79,14.88
12/10/2014 0:00,92,,33,26.7,21.1,41,46.911199,59.14289,,31.2,125,35,61,31,72,90,44.9,9.2,20.2,30,81,90,95,94,52,56,55.03,63.87,75.93,35.2,58.24,67,61,39.5,135.02,57.3,40.3,86.8,35,25,,31,31.07,26.29,,97,54,,,92,83,92,36,96,32.580997,,33.121547,,44.88,60.94,19.46,27.4,19.27,13.86
12/11/2014 0:00,22,10.4,15,33.6,15.5,27.5,19.342873,31.026614,,21.1,52,50,48,46,40.5,50,63,5.2,8.4,17.6,101,73,80,57,37,36,57.39,37.74,57.98,54.43,53.34,24,43,60.9,79.81,40.7,41.4,47.7,37.6,18,11,26,28.92,28.29,,15,,31,25,38,21,45,34,20,26.570576,,27.936716,,25.77,29.63,12.86,17.42,10.48,8.62
12/12/2014 0:00,8,4.4,5.2,17.6,6.9,3.9,18.712453,13.7,,7.2,28,23,18,20,10,17.8,19.3,3.1,7.3,9,55,8,24,11,11,5,19.25,8.89,21.81,15.97,17.96,8,8,28.5,109.4,25,28.7,21.5,24.9,8,6,13,15.8,15.6,19.41,5,11,13,10,31,11,18,9,11,12.013761,13.345971,9.609621,20.77,10.37,9.99,5.42,10.16,5.58,3.38
12/13/2014 0:00,35,,11,27,13.9,4.5,24.1,11.4,,5.9,31,19,20,14,19.8,28.2,50,5.3,14.6,9.6,9,39,67,18,26,65,18.34,10.34,36.53,11.43,11.43,22,24,13.5,108.86,19.4,,20.9,17.7,7,8,14,29.04,26.12,26.85,12,17,25,14,28,20,31,17,20,11.284217,7.990586,8.831065,9.97,15.32,20.59,6.94,9.26,7.1,4.06
12/14/2014 0:00,28,11.3,25,22.5,28,4.2,31.173232,33.907311,,8.4,52,45,34,21,51,60,87,13,27.6,18.1,21,90,94,22,58,115,,30.3,69.43,34.83,31.57,41,38,35.9,88.53,25.8,,26.3,20.3,,15,,28.76,28.48,25.58,39,23,46,24,56,32,43,33,37,18.011462,26.269829,24.141689,17.13,38.5,42.1,15.9,39.01,10.48,11.49
12/15/2014 0:00,49,12.1,18,16.9,17.4,2.8,35.228757,18.4499,,16.2,45,26,29,21,23.8,48.9,54,7.2,15.1,17.2,22,116,87,23,72,97,53.46,37.19,50.16,48.62,50.44,20,23,41.6,,28.6,,29.4,20.4,,12,15,29.16,,26.67,25,26,36,38,59,30,38,34,11,26.028395,32.316924,26.375734,31.79,29.47,33.24,13.71,18.51,14.36,11.15
12/16/2014 0:00,37,10.5,22,26.1,18.4,1.3,33.479546,17.1,,12.7,51,36,41,26,14.5,53,78,8.3,14,18.3,25,110,82,29,79,90,39.41,37.56,73.06,34.47,47.35,38,47,45.4,57.76,23,,29.2,21.1,12,12,17,39.89,,67.7,56,45,54,66,86,52,74,46,26,17.470746,22.715099,18.588509,21.77,26.6,39.5,17.26,23.95,13.86,11.49
12/17/2014 0:00,23,7.6,11,18.1,12.6,2.5,40.983466,,,11.2,40,48,26,27,31.3,24.5,40.4,6.6,10.7,17.8,37,31,58,36,35,74,26.15,20.14,31.99,19.96,23.77,21,25,24.3,34.29,32.6,49,27,24.5,7,11,20,23.42,,38.1,23,30,27,20,39,29,35,20,13,14.556835,17.777181,22.056165,19.71,20.67,27.41,12.52,21.77,16.56,9.3
12/18/2014 0:00,15,,7.9,21,9.1,4.8,11.322746,4.748055,,,41,35,25,28,24.7,33.5,28.5,4.6,6.7,8.6,37,23,52,18,23,61,24.88,18.14,24.18,18.32,24.86,11,10,32.3,41.88,28.5,23.6,27.7,18,19,14,26,23.33,9.99,27.21,5,8,11,15,26,12,20,16,12,23.301112,26.185331,23.9004,29.37,16.94,18.32,14.55,11.79,11.67,7.27
12/19/2014 0:00,6,3,6.1,15.6,5,3.8,10.387665,6.393421,,,21,19,12,14,11.1,14,11.6,2,6.2,3.7,8,7,19,11,10,13,5.99,,9.63,2,9.98,6,5,9.2,11.73,12.1,16.7,15.2,8.84,1,4,,5.73,9.43,9.61,6,5,7,11,14,7,8,9,9,5.277333,5.811208,5.052157,5.29,7.57,6.55,3.89,3.45,4.06,7.44
12/20/2014 0:00,6,3.4,7.2,8.9,5,3.6,8.662117,7.142333,,,13,17,8,11,10.9,18.2,9.1,2.4,6.7,6.2,14,8,11,11,8,9,5.81,51.2,18.54,1.81,7.8,6,36,7.7,11.01,11.7,12.4,8.97,8.35,1,4,,4.69,6.35,7.07,13,13,5,8,13,11,7,7,6,3.276123,5.683366,7.886321,8.1,8.65,7.29,4.91,5.99,4.73,4.06
12/21/2014 0:00,8,5.1,8.5,12.7,6.6,15.2,8.9,2.5,,,12,21,8,10,12.2,15.3,12.4,2,7.1,9.3,14,8,14,15,14,16,5.99,25.4,8.72,3.08,10.52,8,13,6.9,9.2,6.99,11,8.61,11.6,1,6,,6.26,7.98,9.43,13,11,8,7,14,10,7,8,11,4.550833,5.211265,7.066432,3.58,10.28,8.64,5.92,8.16,4.06,1.69
12/22/2014 0:00,5,2.2,7,6.5,5.1,13.2,10.3,3.4,,,14,17,6,11,11.6,15.1,10.5,2.8,4.8,4.8,8,8,9,9,9,8,3.27,23.8,12.18,,6.54,7,2.5,5.3,17.51,8.87,9.86,11.9,8.61,,,,6.18,5.98,5.98,8,9,5,8,17,10,8,10,8,3.458696,3.541076,4.542729,4.35,6.13,6.17,,,,
12/23/2014 0:00,6,3.3,4.9,23.4,5.5,16.4,12.2,3.7,,,12,12,5,10,10.9,11.5,6,2.2,,5.6,7,4,10,7,8,6,1.27,20.5,5.65,,5.44,5,2.5,4.8,10.29,7.28,7.33,8.39,4.51,1,4,,6.3,7.61,3.99,8,9,5,10,13,4,12,7,7,5.823158,4.013271,3.996875,5,5.5,5.04,2.2,3.08,7.44,3.38
12/24/2014 0:00,6,4.2,10,26.9,6.7,27,9,4.2,6.7,2.1,12,18,7,12,6.5,10.9,7.1,3.3,5.8,4.4,10,7,9,11,8,8,2.18,31,7.27,3.27,6.53,5,2.5,5.3,11.91,17.7,11.9,6.32,11.6,1,3,12,6.88,1.2,7.07,7,10,9,12,14,12,10,8,7,4.003713,3.885498,4.724404,4.09,6.49,5.88,2.88,4.54,3.21,2.37
12/25/2014 0:00,6,4.6,8.6,32.5,,24.1,12,9.8,3.3,3.3,11,18,7,10,16,15.3,10.5,3.6,9.1,8.4,10,7,15,11,10,12,5.63,1.63,8.18,5.26,8.16,2.5,2.5,6.6,13.54,10.5,13.9,7.98,8.47,1,8,27,5.47,,6.16,9,7,4,10,,10,11,10,10,4.367368,3.776908,4.505085,4.11,8.47,7.3,3.55,7.98,5.91,3.21
12/26/2014 0:00,35,6.9,21,30.7,16.6,31.7,44.3,24.1,15.6,9.5,22,10,8,10,25.6,25.8,34.5,7.4,30.3,17,20,14,22,14,19,24,,10.34,8.91,11.61,13.43,31,13,69.1,62.09,14.5,18,13.1,11.8,10,17,95,10.44,,11.25,23,14,18,11,,15,10,10,20,25.294803,12.673949,16.860618,7.74,24.9,31.85,15.73,21.95,12.51,5.24
12/27/2014 0:00,35,20.2,45,35.7,34.8,33.1,47.6,34,29.1,9.1,25,14,25,29,32.5,38.4,31.6,7.5,21.4,22.2,53,51,47,34,37,92,,18.69,23.26,17.78,21.23,49,71,38.4,33.57,29.6,29.5,28.9,26,24,16,42,16.84,,20.14,101,24,101,133,,66,88,23,61,18.383022,17.104881,17.584558,14.65,28.48,48.71,14.72,37.74,13.86,12
12/28/2014 0:00,31,27.7,38,,33.7,27.3,53.4,38.4,29.7,9.1,33,25,24,27,34.7,51,40.9,,32.8,31.9,48,28,95,33,32,87,,28.3,25.99,23.59,27.94,31,33,25.5,36.1,40.9,40.4,33.3,26.3,12,45,47,26.62,,28.3,48,28,38,42,,,31,29,36,28.941716,17.378735,37.684288,19.02,34.52,33.85,33,30.12,32.79,20.95
12/29/2014 0:00,29,16.4,25,41.6,30.1,21.2,35.9,27.6,24.1,9.2,40,35,25,39,35.1,51,54,,40.9,26.9,52,31,50,41,40,29,,19.23,26.54,19.78,24.85,28,20,18.7,38.27,32.9,40.3,32.7,21.2,10,66,82,25.77,21.77,26.12,42,25,27,44,,,28,24,35,47.316603,18.578989,35.131188,8.75,32.54,36.69,38.24,18.51,25.51,36.67
12/30/2014 0:00,40,25.1,17,55.5,28.4,33.2,73.2,34,42.7,21.6,30,29,29,20,47.8,57,51,,20.3,31,69,67,60,88,47,62,,28.3,41.43,25.94,31.75,46,47,20.6,59.56,30.7,33.5,29.3,33.8,43,20,59,47.45,75.1,47.55,86,85,83,43,,,69,33,,57.509964,30.129508,51.810742,15.2,34.62,38.56,23.53,35.2,23.83,22.65
12/31/2014 0:00,38,21.3,22,56.8,33.6,28.6,51.1,37.4,30.4,15.1,57,51,48,41,40.7,56,67,9.1,20.4,28.4,72,84,134,,64,20,,30.48,47.25,41.55,41.91,40,57,43.1,72.92,60,49.4,64.6,50.8,16,17,47,84.1,72.74,58.24,43,90,80,49,96,,82,54,49,28.116394,19.008404,38.955258,30.25,43.99,40.16,18.61,21.59,18.93,17.75
